TrxNo,PlazaNo,LaneNo,EntryPlaza,JobNo,TransactionDateTime,Trx,AVC,PaymentMode,FareAmount(RM),MfgNoTagID,PaidAmount(RM),Balance,AccountType,VehicleNo,Code,Remark,PenaltyCode
92,203,M06,,3,1/10/2025 5:19,1,,ENTRY,,1324464047,,,,,,,
87,203,M01,,3,1/10/2025 5:20,1,,ENTRY,,3304091535,,,,,,,
88,203,M01,,3,1/10/2025 5:22,1,,ENTRY,,3304503951,,,,,,,
41,203,K05,204,3,1/10/2025 5:22,1,1,ABTC,7.2,1053643183,7.20,167.90,,,,,
62,203,M04,,3,1/10/2025 5:22,1,,ENTRY,,4139131311,,,,,,,
65,203,K04,204,3,1/10/2025 5:23,1,1,TNG,7.2,2222453455,7.20,71.98,,,,,
89,203,M01,,3,1/10/2025 5:23,1,,ENTRY,,1348832655,,,,,,,
93,203,M06,,3,1/10/2025 5:24,1,,ENTRY,,3327004389,,,,,,,
90,203,M01,,3,1/10/2025 5:24,1,,ENTRY,,1744168911,,,,,,,
94,203,M06,,3,1/10/2025 5:28,1,,ENTRY,,2205860911,,,,,,,
95,203,M06,,3,1/10/2025 5:29,1,,ENTRY,,1897651119,,,,,,,
12,203,K01,202,9,1/10/2025 5:29,1,1,TNG,5.6,1275496495,5.60,15.42,,,,,
45,203,M07,,3,1/10/2025 5:29,1,,ENTRY,,E28011052000768D19C90A56,,,3,WA481J,,,
91,203,M01,,3,1/10/2025 5:30,1,,ENTRY,,1071277807,,,,,,,
14,203,K01,204,9,1/10/2025 5:30,1,1,TNG,7.2,1859582575,7.20,4.10,,,,,
96,203,M06,,3,1/10/2025 5:30,,,,0,1819152399,0.00,0.00, , ,7,  to ,
97,203,M06,,3,1/10/2025 5:30,1,,ENTRY,,1819152399,,,,,,,
42,203,K05,202,3,1/10/2025 5:34,1,1,ABTC,5.6,1135538191,5.60,57.60,,,,,
92,203,M01,,3,1/10/2025 5:34,1,,ENTRY,,1322793071,,,,,,,
15,203,K01,201,9,1/10/2025 5:34,3,3,TNG,18.4,4109167023,18.40,93.43,,,,,
17,203,K01,204,9,1/10/2025 5:36,1,1,TNG,7.2,1886334447,7.20,17.79,,,,,
46,203,M07,,3,1/10/2025 5:37,1,,ENTRY,,E2806F122000D40241333C01,,,3,VEY6533,,,
18,203,K01,201,9,1/10/2025 5:39,2,2,TNG,13.8,4108833999,13.80,214.37,,,,,
38,203,K06,   ,3,1/10/2025 5:39,1,1,SRID,0,E20034120134FB0006C7A971,0.00,0.00,0,,,,05 - No entry info
38,203,K06,,3,1/10/2025 5:40,,,,0,E200341201,0.00,0.00, , ,22,NoEntryInfo,
93,203,M01,,3,1/10/2025 5:41,1,,ENTRY,,1026142959,,,,,,,
66,203,K04,201,3,1/10/2025 5:41,1,1,TNG,9.2,1216477039,9.20,12.50,,,,,
98,203,M06,,3,1/10/2025 5:41,1,,ENTRY,,4231777455,,,,,,,
47,203,M07,,3,1/10/2025 5:41,1,,ENTRY,,E280110520007345FA180ACE,,,3,JWD2050,,,
63,203,M04,,3,1/10/2025 5:42,1,,ENTRY,,1070298575,,,,,,,
67,203,K04,204,3,1/10/2025 5:43,1,1,ABTC,7.2,2256178287,7.20,80.18,,,,,
43,203,K05,202,3,1/10/2025 5:44,1,1,TNG,5.6,1873956303,5.60,8.25,,,,,
48,203,M07,,3,1/10/2025 5:45,1,,ENTRY,,E20034120134FB0006C7A971,,,0,,,,
99,203,M06,,3,1/10/2025 5:45,1,,ENTRY,,1314612111,,,,,,,
100,203,M06,,3,1/10/2025 5:45,1,,ENTRY,,4071770255,,,,,,,
101,203,M06,,3,1/10/2025 5:46,1,,ENTRY,,1296244079,,,,,,,
94,203,M01,,3,1/10/2025 5:47,1,,ENTRY,,1242970991,,,,,,,
94,203,M01,,3,1/10/2025 5:47,,,,0,1242970991,0.00,0.00, , ,54,TngAutorefillDisable,
95,203,M01,,3,1/10/2025 5:48,1,,ENTRY,,1299411503,,,,,,,
19,203,K01,201,9,1/10/2025 5:49,3,3,TNG,18.4,1051263375,18.40,117.02,,,,,
19,203,K01,,9,1/10/2025 5:49,,,,0,1051263375,0.00,0.00, , ,53,TngAutorefillEnable,
39,203,K06,201,3,1/10/2025 5:49,1,1,RFID,9.2,E2801105200076829D7A0A1C,9.20,266.70,3,BPV139,,,
20,203,K01,201,9,1/10/2025 5:50,3,3,TNG,18.4,1243052527,18.40,293.63,,,,,
20,203,K01,,9,1/10/2025 5:50,,,,0,1243052527,0.00,0.00, , ,53,TngAutorefillEnable,
21,203,K01,201,9,1/10/2025 5:51,3,3,TNG,18.4,4244810319,18.40,3.82,,,,,
96,203,M01,,3,1/10/2025 5:52,1,,ENTRY,,4061670319,,,,,,,
49,203,M07,,3,1/10/2025 5:53,1,,ENTRY,,E2801105200071044A7E0993,,,3,JSN1132,,,
98,203,M01,,3,1/10/2025 5:54,1,,ENTRY,,1793491855,,,,,,,
68,203,K04,201,3,1/10/2025 5:55,1,1,TNG,9.2,1857366063,9.20,59.51,,,,,
69,203,K04,201,3,1/10/2025 5:55,1,1,ABTC,9.2,1857474543,9.20,94.29,,,,,
70,203,K04,202,3,1/10/2025 5:56,1,1,TNG,5.6,4033940591,5.60,28.05,,,,,
22,203,K01,201,9,1/10/2025 5:56,3,3,TNG,18.4,1654243695,18.40,163.22,,,,,
23,203,K01,201,9,1/10/2025 5:57,3,3,TNG,18.4,1704864975,18.40,506.00,,,,,
64,203,M04,,3,1/10/2025 5:58,1,,ENTRY,,2215769807,,,,,,,
99,203,M01,,3,1/10/2025 5:58,1,,ENTRY,,1615588911,,,,,,,
24,203,K01,202,9,1/10/2025 5:58,3,3,TNG,11.3,1173351183,11.30,26.90,,,,,
1,203,K01,,1,1/10/2025 6:00,,,,0,          ,0.00,0.00, , ,20,Standby End,
1,203,M01,,1,1/10/2025 6:02,1,,ENTRY,,1098482543,,,,,,,
1,203,K04,204,1,1/10/2025 6:03,1,1,TNG,7.2,3168496783,7.20,67.87,,,,,
2,203,K01,201,1,1/10/2025 6:03,3,3,TNG,18.4,4212757839,18.40,47.72,,,,,
1,203,M06,,1,1/10/2025 6:03,1,,ENTRY,,1839364079,,,,,,,
1,203,M07,,1,1/10/2025 6:04,1,,ENTRY,,E280110520007682CDA90A55,,,3,W9470U,,,
2,203,M01,,1,1/10/2025 6:04,1,,ENTRY,,1883933295,,,,,,,
3,203,M01,,1,1/10/2025 6:05,1,,ENTRY,,2230958607,,,,,,,
4,203,M01,,1,1/10/2025 6:05,1,,ENTRY,,1163866063,,,,,,,
5,203,M01,,1,1/10/2025 6:05,1,,ENTRY,,1659164783,,,,,,,
3,203,K01,202,1,1/10/2025 6:06,3,3,TNG,11.3,1269979663,11.30,4.10,,,,,
1,203,K02,,1,1/10/2025 6:06,,,,0,          ,0.00,0.00, , ,20,Standby End,
2,203,M07,,1,1/10/2025 6:06,1,,ENTRY,,E280110520007AD1C8410A55,,,3,AMC3653,,,
4,203,K01,201,1,1/10/2025 6:07,3,3,TNG,18.4,1006601743,18.40,37.52,,,,,
2,203,M06,,1,1/10/2025 6:07,1,,ENTRY,,2170346767,,,,,,,
5,203,K01,202,1,1/10/2025 6:07,3,3,TNG,11.3,2260597199,11.30,118.70,,,,,
3,203,M07,,1,1/10/2025 6:07,1,,ENTRY,,E2806F12200084023E98713B,,,3,VMD3009,,,
1,203,M02,,1,1/10/2025 6:08,,,,0,          ,0.00,0.00, , ,20,Standby End,
1,203,K06,204,1,1/10/2025 6:08,1,1,RFID,7.2,E2806F122000B402424A3123,7.20,1608.91,3,JRU8688,,,
3,203,M06,,1,1/10/2025 6:08,1,,ENTRY,,3032758511,,,,,,,
1,203,M04,,1,1/10/2025 6:08,1,,ENTRY,,1317018735,,,,,,,
4,203,M06,,1,1/10/2025 6:09,1,,ENTRY,,3366622341,,,,,,,
5,203,M06,,1,1/10/2025 6:09,1,,ENTRY,,1051736015,,,,,,,
1,203,K05,   ,1,1/10/2025 6:09,1,1,SVC,0,3083490799,0.00,0.00,,,,,
6,203,M06,,1,1/10/2025 6:10,1,,ENTRY,,1857366063,,,,,,,
4,203,M07,,1,1/10/2025 6:10,1,,ENTRY,,E2806F1220004102423DAC17,,,3,RAD7361,,,
7,203,M06,,1,1/10/2025 6:11,1,,ENTRY,,2162968911,,,,,,,
8,203,K01,202,1,1/10/2025 6:12,3,3,TNG,11.3,1237157999,11.30,1.89,,,,,
5,203,M07,,1,1/10/2025 6:12,1,,ENTRY,,E28011052000765CB8DF0AD1,,,3,ALB4185,,,
8,203,M06,,1,1/10/2025 6:13,1,,ENTRY,,3349277743,,,,,,,
2,203,M02,,1,1/10/2025 6:13,1,,ENTRY,,1178350575,,,,,,,
3,203,M02,,1,1/10/2025 6:13,1,,ENTRY,,616759471,,,,,,,
6,203,M01,,1,1/10/2025 6:13,1,,ENTRY,,2262297391,,,,,,,
10,203,K01,202,1,1/10/2025 6:13,3,3,TNG,11.3,1054676495,11.30,0.97,,,,,
2,203,K04,202,1,1/10/2025 6:13,1,1,TNG,5.6,1894124815,5.60,36.68,,,,,
11,203,K01,204,1,1/10/2025 6:13,1,1,TNG,7.2,3180996815,7.20,3.27,,,,,
7,203,M01,,1,1/10/2025 6:15,1,,ENTRY,,1748504175,,,,,,,
2,203,M04,,1,1/10/2025 6:15,1,,ENTRY,,1324399535,,,,,,,
2,203,K05,201,1,1/10/2025 6:16,1,1,TNG,9.2,4035844591,9.20,4.40,,,,,
12,203,K01,202,1,1/10/2025 6:17,1,1,TNG,5.6,2166837327,5.60,21.78,,,,,
3,203,K05,201,1,1/10/2025 6:17,1,1,TNG,9.2,4214394895,9.20,21.43,,,,,
6,203,M07,,1,1/10/2025 6:18,1,,ENTRY,,E28011052000771AE1830A55,,,3,NDE5938,,,
3,203,K04,204,1,1/10/2025 6:18,1,1,TNG,7.2,2262867695,7.20,30.10,,,,,
9,203,M06,,1,1/10/2025 6:18,1,,ENTRY,,1854358991,,,,,,,
10,203,M06,,1,1/10/2025 6:18,1,,ENTRY,,1093677455,,,,,,,
14,203,K01,202,1,1/10/2025 6:18,3,3,TNG,11.3,1133176367,11.30,156.21,,,,,
3,203,M04,,1,1/10/2025 6:18,1,,ENTRY,,1136138383,,,,,,,
11,203,M06,,1,1/10/2025 6:19,1,,ENTRY,,3299379119,,,,,,,
15,203,K01,204,1,1/10/2025 6:19,1,1,TNG,7.2,2256395567,7.20,38.27,,,,,
7,203,M07,,1,1/10/2025 6:19,1,,ENTRY,,E2806F122000210241221D83,,,3,JXB9657,,,
8,203,M07,,1,1/10/2025 6:19,1,,ENTRY,,E2806F1220004D0241223741,,,3,JXM8687,,,
8,203,M01,,1,1/10/2025 6:19,1,,ENTRY,,1859846767,,,,,,,
1,203,K02,202,1,1/10/2025 6:19,3,3,TNG,11.3,2001868655,11.30,60.70,,,,,
16,203,K01,202,1,1/10/2025 6:21,1,1,TNG,5.6,1701667407,5.60,63.75,,,,,
9,203,M07,,1,1/10/2025 6:21,1,,ENTRY,,E2806F122000E70241224EA4,,,3,JHJ8609,,,
12,203,M06,,1,1/10/2025 6:21,1,,ENTRY,,1883666351,,,,,,,
10,203,M07,,1,1/10/2025 6:21,1,,ENTRY,,E2806F122000DE023E9CA454,,,3,TBV9354,,,
11,203,M07,,1,1/10/2025 6:21,1,,ENTRY,,E2806F122000D002424E7E53,,,3,JXL6129,,,
17,203,K01,201,1,1/10/2025 6:21,2,2,TNG,13.8,1735087407,13.80,148.19,,,,,
4,203,M02,,1,1/10/2025 6:21,1,,ENTRY,,1275028335,,,,,,,
2,203,K06,201,1,1/10/2025 6:22,1,1,RFID,9.2,E2801105200071819D2A0A1C,9.20,15.51,3,JQN1784,,,
13,203,M06,,1,1/10/2025 6:22,1,,ENTRY,,1126983471,,,,,,,
4,203,K05,204,1,1/10/2025 6:23,1,1,TNG,7.2,1023404143,7.20,64.48,,,,,
4,203,M04,,1,1/10/2025 6:23,1,,ENTRY,,1878983823,,,,,,,
9,203,M01,,1,1/10/2025 6:23,1,,ENTRY,,1654741391,,,,,,,
12,203,M07,,1,1/10/2025 6:23,1,,ENTRY,,E2806F122000F0024120C68D,,,3,JXH2790,,,
5,203,K05,201,1,1/10/2025 6:24,1,1,TNG,9.2,4189703439,9.20,23.96,,,,,
14,203,M06,,1,1/10/2025 6:24,1,,ENTRY,,1893294479,,,,,,,
18,203,K01,204,1,1/10/2025 6:24,2,2,TNG,10.8,1859951439,10.80,30.19,,,,,
13,203,M07,,1,1/10/2025 6:24,1,,ENTRY,,E28011052000748AE21E0A55,,,3,JUR7055,,,
5,203,M04,,1,1/10/2025 6:24,1,,ENTRY,,1017239503,,,,,,,
15,203,M06,,1,1/10/2025 6:24,1,,ENTRY,,2226052303,,,,,,,
14,203,M07,,1,1/10/2025 6:24,1,,ENTRY,,E2801105200076424A810993,,,3,VDB4421,,,
19,203,K01,202,1,1/10/2025 6:25,3,3,TNG,11.3,3314642607,11.30,21.44,,,,,
16,203,M06,,1,1/10/2025 6:25,1,,ENTRY,,2160190703,,,,,,,
4,203,K04,204,1,1/10/2025 6:25,1,1,ABTC,7.2,1019988527,7.20,2.60,,,,,
15,203,M07,,1,1/10/2025 6:25,1,,ENTRY,,E2806F122000220241228C11,,,3,JQG7733,,,
17,203,M06,,1,1/10/2025 6:25,1,,ENTRY,,1174667855,,,,,,,
18,203,M06,,1,1/10/2025 6:26,1,,ENTRY,,1884842223,,,,,,,
19,203,M06,,1,1/10/2025 6:27,1,,ENTRY,,1318928047,,,,,,,
16,203,M07,,1,1/10/2025 6:27,1,,ENTRY,,E20034120135200000252832,,,3,WTP5368,,,
20,203,M06,,1,1/10/2025 6:27,1,,ENTRY,,2772828431,,,,,,,
5,203,M02,,1,1/10/2025 6:27,1,,ENTRY,,1898102191,,,,,,,
21,203,M06,,1,1/10/2025 6:27,1,,ENTRY,,4233024271,,,,,,,
5,203,K04,204,1,1/10/2025 6:27,1,1,TNG,7.2,1100063439,7.20,1.34,,,,,
3,203,K06,204,1,1/10/2025 6:28,1,1,RFID,7.2,E280110520007285C9620A55,7.20,292.26,3,JFN4698,,,
4,203,K06,204,1,1/10/2025 6:28,1,1,RFID,7.2,E2806F122000D402424F8BEE,7.20,365.63,3,JUL1203,,,
22,203,M06,,1,1/10/2025 6:28,1,,ENTRY,,4038921583,,,,,,,
17,203,M07,,1,1/10/2025 6:28,1,,ENTRY,,E2806F1220001D02424F0113,,,3,JTT5762,,,
23,203,M06,,1,1/10/2025 6:28,1,,ENTRY,,1005095727,,,,,,,
24,203,M06,,1,1/10/2025 6:29,1,,ENTRY,,1031996175,,,,,,,
25,203,M06,,1,1/10/2025 6:29,1,,ENTRY,,2780059823,,,,,,,
22,203,K01,202,1,1/10/2025 6:29,3,3,TNG,11.3,1880049071,11.30,9.95,,,,,
18,203,M07,,1,1/10/2025 6:29,1,,ENTRY,,E2806F122000C2024120EE32,,,3,CEY7662,,,
6,203,M04,,1,1/10/2025 6:30,1,,ENTRY,,2256178287,,,,,,,
19,203,M07,,1,1/10/2025 6:30,1,,ENTRY,,E28011052000724DC5240A55,,,3,JPM4552,,,
23,203,K01,201,1,1/10/2025 6:30,3,3,TNG,18.4,1157782735,18.40,152.48,,,,,
26,203,M06,,1,1/10/2025 6:30,1,,ENTRY,,2165159215,,,,,,,
6,203,M02,,1,1/10/2025 6:31,1,,ENTRY,,3397296373,,,,,,,
6,203,K05,204,1,1/10/2025 6:31,1,1,TNG,7.2,3327004389,7.20,10.58,,,,,
27,203,M06,,1,1/10/2025 6:32,1,,ENTRY,,2221698415,,,,,,,
25,203,K01,202,1,1/10/2025 6:32,3,3,TNG,11.3,1262726319,11.30,12.20,,,,,
6,203,K04,204,1,1/10/2025 6:32,1,1,TNG,7.2,1015316879,7.20,9.36,,,,,
7,203,K05,204,1,1/10/2025 6:32,1,1,TNG,7.2,3324797455,7.20,3.46,,,,,
26,203,K01,204,1,1/10/2025 6:32,1,1,TNG,7.2,3455941487,7.20,38.49,,,,,
10,203,M01,,1,1/10/2025 6:32,1,,ENTRY,,1781879023,,,,,,,
7,203,M04,,1,1/10/2025 6:33,1,,ENTRY,,2277995983,,,,,,,
8,203,K05,204,1,1/10/2025 6:33,1,1,TNG,7.2,4192644943,7.20,62.39,,,,,
11,203,M01,,1,1/10/2025 6:33,1,,ENTRY,,4279193295,,,,,,,
7,203,M02,,1,1/10/2025 6:33,1,,ENTRY,,1089758063,,,,,,,
12,203,M01,,1,1/10/2025 6:33,1,,ENTRY,,1106888143,,,,,,,
28,203,M06,,1,1/10/2025 6:33,1,,ENTRY,,3397669109,,,,,,,
9,203,K05,204,1,1/10/2025 6:33,1,1,TNG,7.2,1324048495,7.20,37.95,,,,,
20,203,M07,,1,1/10/2025 6:33,1,,ENTRY,,E280110520007491E17B0A55,,,3,TBF4222,,,
2,203,K02,201,1,1/10/2025 6:33,1,1,TNG,9.2,1014726959,9.20,17.63,,,,,
8,203,M04,,1,1/10/2025 6:33,1,,ENTRY,,4045421647,,,,,,,
29,203,M06,,1,1/10/2025 6:33,1,,ENTRY,,1776332047,,,,,,,
8,203,M02,,1,1/10/2025 6:34,1,,ENTRY,,1052715695,,,,,,,
21,203,M07,,1,1/10/2025 6:34,1,,ENTRY,,E280110520007A9B9D340A1C,,,3,JRW636,,,
7,203,K04,201,1,1/10/2025 6:34,1,1,TNG,9.2,1763557903,9.20,57.37,,,,,
27,203,K01,201,1,1/10/2025 6:34,3,3,TNG,18.4,1854699727,18.40,50.46,,,,,
30,203,M06,,1,1/10/2025 6:34,1,,ENTRY,,4039742767,,,,,,,
22,203,M07,,1,1/10/2025 6:35,1,,ENTRY,,E2806F122000EF023E98EDF3,,,3,JWV2838,,,
31,203,M06,,1,1/10/2025 6:35,1,,ENTRY,,2249409775,,,,,,,
3,203,K02,204,1,1/10/2025 6:35,1,1,ABTC,7.2,2254857167,7.20,102.48,,,,,
32,203,M06,,1,1/10/2025 6:36,1,,ENTRY,,1302925135,,,,,,,
28,203,K01,202,1,1/10/2025 6:36,2,2,TNG,8.5,3250209893,8.50,71.37,,,,,
33,203,M06,,1,1/10/2025 6:37,1,,ENTRY,,1024076463,,,,,,,
34,203,M06,,1,1/10/2025 6:37,1,,ENTRY,,1811015823,,,,,,,
23,203,M07,,1,1/10/2025 6:37,1,,ENTRY,,E280110520007581CAEB0A55,,,3,JLU7388,,,
13,203,M01,,1,1/10/2025 6:37,1,,ENTRY,,1178009135,,,,,,,
10,203,K05,201,1,1/10/2025 6:37,1,1,ABTC,9.2,1163637007,9.20,662.88,,,,,
35,203,M06,,1,1/10/2025 6:37,1,,ENTRY,,1790859247,,,,,,,
9,203,M02,,1,1/10/2025 6:37,1,,ENTRY,,1045462319,,,,,,,
14,203,M01,,1,1/10/2025 6:37,1,,ENTRY,,4231655887,,,,,,,
9,203,M04,,1,1/10/2025 6:37,1,,ENTRY,,1897653487,,,,,,,
36,203,M06,,1,1/10/2025 6:38,1,,ENTRY,,2207247983,,,,,,,
10,203,M04,,1,1/10/2025 6:39,1,,ENTRY,,4235810735,,,,,,,
29,203,K01,202,1,1/10/2025 6:39,3,3,TNG,11.3,1745065263,11.30,33.78,,,,,
37,203,M06,,1,1/10/2025 6:39,1,,ENTRY,,1061077935,,,,,,,
11,203,M04,,1,1/10/2025 6:39,1,,ENTRY,,1064785807,,,,,,,
24,203,M07,,1,1/10/2025 6:39,1,,ENTRY,,E2806F12200072024243F04E,,,3,JTL494,,,
8,203,K04,201,1,1/10/2025 6:39,1,1,ABTC,9.2,1792314671,9.20,295.20,,,,,
4,203,K02,201,1,1/10/2025 6:39,3,3,TNG,18.4,4163330543,18.40,131.32,,,,,
38,203,M06,,1,1/10/2025 6:39,1,,ENTRY,,1307200303,,,,,,,
12,203,M04,,1,1/10/2025 6:39,1,,ENTRY,,1174100975,,,,,,,
39,203,M06,,1,1/10/2025 6:39,1,,ENTRY,,1054706319,,,,,,,
25,203,M07,,1,1/10/2025 6:39,1,,ENTRY,,E2806F122000FB024245269C,,,3,JYC7638,,,
40,203,M06,,1,1/10/2025 6:40,1,,ENTRY,,1760460687,,,,,,,
13,203,M04,,1,1/10/2025 6:40,1,,ENTRY,,1878861263,,,,,,,
9,203,K04,202,1,1/10/2025 6:40,1,1,ABTC,5.6,1691783439,5.60,74.40,,,,,
41,203,M06,,1,1/10/2025 6:41,1,,ENTRY,,1842471695,,,,,,,
14,203,M04,,1,1/10/2025 6:41,1,,ENTRY,,1895468175,,,,,,,
42,203,M06,,1,1/10/2025 6:41,1,,ENTRY,,2223070255,,,,,,,
11,203,K05,204,1,1/10/2025 6:41,1,1,ABTC,7.2,3312290543,7.20,199.51,,,,,
43,203,M06,,1,1/10/2025 6:41,1,,ENTRY,,3313006735,,,,,,,
5,203,K06,204,1,1/10/2025 6:41,1,1,RFID,7.2,E2806F122000F302412D7F2E,7.20,293.94,3,GOLD4950,,,
26,203,M07,,1,1/10/2025 6:41,1,,ENTRY,,E2806F122000DC02424ECAE1,,,3,BNP313,,,
12,203,K05,202,1,1/10/2025 6:42,1,1,TNG,5.6,3382773381,5.60,5.31,,,,,
44,203,M06,,1,1/10/2025 6:42,1,,ENTRY,,1265558607,,,,,,,
27,203,M07,,1,1/10/2025 6:42,1,,ENTRY,,E2806F1220003C02424E9B71,,,3,JYD2650,,,
15,203,M04,,1,1/10/2025 6:42,1,,ENTRY,,1064494927,,,,,,,
30,203,K01,204,1,1/10/2025 6:42,5,1,TNG,4.5,1043324207,4.50,47.45,,,,,
6,203,K02,204,1,1/10/2025 6:42,1,1,TNG,7.2,1174241647,7.20,191.00,,,,,
16,203,M04,,1,1/10/2025 6:42,1,,ENTRY,,3132422831,,,,,,,
45,203,M06,,1,1/10/2025 6:42,1,,ENTRY,,1680252783,,,,,,,
31,203,K01,201,1,1/10/2025 6:43,5,1,TNG,5.7,1031948367,5.70,24.51,,,,,
28,203,M07,,1,1/10/2025 6:43,1,,ENTRY,,E28011052000775CFA5B0ACE,,,3,JRK9230,,,
29,203,M07,,1,1/10/2025 6:43,1,,ENTRY,,E2806F1220004502423CDE36,,,3,AEQ72,,,
46,203,M06,,1,1/10/2025 6:43,1,,ENTRY,,1054817583,,,,,,,
15,203,M01,,1,1/10/2025 6:43,1,,ENTRY,,1841502927,,,,,,,
47,203,M06,,1,1/10/2025 6:44,1,,ENTRY,,1686693391,,,,,,,
32,203,K01,204,1,1/10/2025 6:44,1,1,TNG,7.2,3247326533,7.20,13.85,,,,,
17,203,M04,,1,1/10/2025 6:44,1,,ENTRY,,1842321647,,,,,,,
48,203,M06,,1,1/10/2025 6:44,1,,ENTRY,,2215422223,,,,,,,
16,203,M01,,1,1/10/2025 6:44,1,,ENTRY,,1055256239,,,,,,,
18,203,M04,,1,1/10/2025 6:44,1,,ENTRY,,1276793263,,,,,,,
49,203,M06,,1,1/10/2025 6:44,1,,ENTRY,,2226373615,,,,,,,
30,203,M07,,1,1/10/2025 6:44,1,,ENTRY,,E2806F1220009E023E98E11E,,,3,JGY9393,,,
50,203,M06,,1,1/10/2025 6:45,1,,ENTRY,,1126082927,,,,,,,
10,203,K04,204,1,1/10/2025 6:45,1,1,ABTC,7.2,1839718063,7.20,72.80,,,,,
51,203,M06,,1,1/10/2025 6:45,1,,ENTRY,,1761056687,,,,,,,
19,203,M04,,1,1/10/2025 6:45,1,,ENTRY,,1367338895,,,,,,,
52,203,M06,,1,1/10/2025 6:45,1,,ENTRY,,3331536821,,,,,,,
20,203,M04,,1,1/10/2025 6:45,1,,ENTRY,,1880854031,,,,,,,
17,203,M01,,1,1/10/2025 6:45,1,,ENTRY,,3262135893,,,,,,,
53,203,M06,,1,1/10/2025 6:46,1,,ENTRY,,1607429135,,,,,,,
11,203,K04,201,1,1/10/2025 6:46,1,1,TNG,9.2,2223995727,9.20,11.65,,,,,
21,203,M04,,1,1/10/2025 6:46,1,,ENTRY,,3356069263,,,,,,,
10,203,M02,,1,1/10/2025 6:46,1,,ENTRY,,1329723471,,,,,,,
13,203,K05,202,1,1/10/2025 6:46,1,1,TNG,5.6,2228976335,5.60,0.63,,,,,
18,203,M01,,1,1/10/2025 6:46,1,,ENTRY,,1778546607,,,,,,,
54,203,M06,,1,1/10/2025 6:46,1,,ENTRY,,4041142383,,,,,,,
31,203,M07,,1,1/10/2025 6:46,1,,ENTRY,,E2003412013020000024DA3C,,,3,WTV4403,,,
32,203,M07,,1,1/10/2025 6:46,1,,ENTRY,,E28011052000788CE9330ACC,,,3,VJX449,,,
12,203,K04,202,1,1/10/2025 6:46,1,1,ABTC,5.6,2164918159,5.60,74.40,,,,,
14,203,K05,204,1,1/10/2025 6:47,1,1,ABTC,7.2,1028209039,7.20,248.71,,,,,
15,203,K05,204,1,1/10/2025 6:47,1,1,TNG,7.2,4282482927,7.20,39.31,,,,,
22,203,M04,,1,1/10/2025 6:47,1,,ENTRY,,4137162831,,,,,,,
13,203,K04,204,1,1/10/2025 6:47,1,1,TNG,7.2,1169604719,7.20,0.52,,,,,
55,203,M06,,1,1/10/2025 6:47,1,,ENTRY,,2167359471,,,,,,,
11,203,M02,,1,1/10/2025 6:47,1,,ENTRY,,1018014479,,,,,,,
33,203,M07,,1,1/10/2025 6:47,1,,ENTRY,,E280110520007AD6E9AC0ACC,,,3,JVN9161,,,
19,203,M01,,1,1/10/2025 6:47,1,,ENTRY,,3327564965,,,,,,,
33,203,K01,204,1,1/10/2025 6:48,1,1,TNG,7.2,1841689615,7.20,16.86,,,,,
7,203,K02,202,1,1/10/2025 6:48,3,3,TNG,11.3,4228666319,11.30,88.50,,,,,
12,203,M02,,1,1/10/2025 6:48,1,,ENTRY,,3948057487,,,,,,,
6,203,K06,204,1,1/10/2025 6:48,1,1,RFID,7.2,E2806F122000EB0241208253,7.20,72.80,3,JWB4572,,,
7,203,K06,202,1,1/10/2025 6:48,1,1,RFID,5.6,E280110520007312E25E0A55,5.60,74.40,3,JNU8816,,,
20,203,M01,,1,1/10/2025 6:48,1,,ENTRY,,1167043151,,,,,,,
16,203,K05,202,1,1/10/2025 6:48,1,1,ABTC,5.6,1171578319,5.60,72.92,,,,,
21,203,M01,,1,1/10/2025 6:48,1,,ENTRY,,3362884357,,,,,,,
56,203,M06,,1,1/10/2025 6:49,1,,ENTRY,,1175913007,,,,,,,
23,203,M04,,1,1/10/2025 6:49,1,,ENTRY,,2228508079,,,,,,,
13,203,M02,,1,1/10/2025 6:49,1,,ENTRY,,3380709455,,,,,,,
22,203,M01,,1,1/10/2025 6:49,1,,ENTRY,,1052801871,,,,,,,
57,203,M06,,1,1/10/2025 6:49,1,,ENTRY,,1768555375,,,,,,,
34,203,M07,,1,1/10/2025 6:49,1,,ENTRY,,E2806F1220008402424E4DD6,,,3,JXQ8020,,,
35,203,M07,,1,1/10/2025 6:49,1,,ENTRY,,E280110520007A5EE1EC0A55,,,3,SU109J,,,
36,203,M07,,1,1/10/2025 6:49,1,,ENTRY,,E2806F1220000D024121601E,,,3,JUB1077,,,
14,203,M02,,1,1/10/2025 6:49,1,,ENTRY,,2694451439,,,,,,,
15,203,M02,,1,1/10/2025 6:50,1,,ENTRY,,2100067912,,,,,,,
58,203,M06,,1,1/10/2025 6:50,1,,ENTRY,,1846977295,,,,,,,
59,203,M06,,1,1/10/2025 6:50,1,,ENTRY,,1089390639,,,,,,,
37,203,M07,,1,1/10/2025 6:50,1,,ENTRY,,E280110520007B49E15E0A55,,,3,JUJ6524,,,
24,203,M04,,1,1/10/2025 6:50,1,,ENTRY,,1883117871,,,,,,,
24,203,M01,,1,1/10/2025 6:50,1,,ENTRY,,1251055823,,,,,,,
60,203,M06,,1,1/10/2025 6:50,1,,ENTRY,,4032709743,,,,,,,
