,,Plaza ID :,,203 - CAHAYA BARU,,,,,Transaction Inquiry,,,,06/10/2025 14:00:35,,,,
37,203,K06,   ,3,01/10/2025 04:56:08,1,1,SRID,0.00,0,E20034120131FB0006C7A8B2,,0.00,05 - No entry info,0.00,,
37,203,K06,,3,01/10/2025 04:56:09,,,,0.00, ,E200341201, ,0.00,,0.00,22,NoEntryInfo
8,203,K01,201,9,01/10/2025 04:59:14,1,1,TNG,9.20,,1733316303,,9.20,,32.56,,
85,203,M01,,3,01/10/2025 04:59:46,1,,ENTRY,,,3941089455,,,,,,
64,203,K04,201,3,01/10/2025 05:00:42,1,1,TNG,9.20,,4216596431,,9.20,,18.14,,
9,203,K01,204,9,01/10/2025 05:03:37,2,2,TNG,10.80,,1119999471,,10.80,,96.40,,
88,203,M06,,3,01/10/2025 05:04:00,1,,ENTRY,,,1828550479,,,,,,
43,203,M07,,3,01/10/2025 05:05:40,1,,ENTRY,,3,E280110520007B15CD8C0A55,VAG7886,,,,,
40,203,K05,203,3,01/10/2025 05:06:17,1,1,ABTC,9.20,,1785309391,,9.20,,76.09,,
44,203,M07,,3,01/10/2025 05:08:22,1,,ENTRY,,0,E20034120131FB0006C7A8B2,,,,,,
89,203,M06,,3,01/10/2025 05:09:45,1,,ENTRY,,,1150752847,,,,,,
10,203,K01,204,9,01/10/2025 05:09:53,1,1,TNG,7.20,,1874596431,,7.20,,11.28,,
11,203,K01,204,9,01/10/2025 05:11:48,1,1,TNG,7.20,,2187845295,,7.20,,2.53,,
86,203,M01,,3,01/10/2025 05:17:27,1,,ENTRY,,,2235890159,,,,,,
61,203,M04,,3,01/10/2025 05:17:54,1,,ENTRY,,,3287049301,,,,,,
90,203,M06,,3,01/10/2025 05:18:05,1,,ENTRY,,,2263291343,,,,,,
91,203,M06,,3,01/10/2025 05:18:47,1,,ENTRY,,,1305511215,,,,,,
92,203,M06,,3,01/10/2025 05:19:29,1,,ENTRY,,,1324464047,,,,,,
87,203,M01,,3,01/10/2025 05:20:30,1,,ENTRY,,,3304091535,,,,,,
88,203,M01,,3,01/10/2025 05:22:40,1,,ENTRY,,,3304503951,,,,,,
41,203,K05,204,3,01/10/2025 05:22:43,1,1,ABTC,7.20,,1053643183,,7.20,,167.90,,
62,203,M04,,3,01/10/2025 05:22:49,1,,ENTRY,,,4139131311,,,,,,
65,203,K04,204,3,01/10/2025 05:23:43,1,1,TNG,7.20,,2222453455,,7.20,,71.98,,
89,203,M01,,3,01/10/2025 05:23:52,1,,ENTRY,,,1348832655,,,,,,
93,203,M06,,3,01/10/2025 05:24:07,1,,ENTRY,,,3327004389,,,,,,
90,203,M01,,3,01/10/2025 05:24:15,1,,ENTRY,,,1744168911,,,,,,
94,203,M06,,3,01/10/2025 05:28:40,1,,ENTRY,,,2205860911,,,,,,
95,203,M06,,3,01/10/2025 05:29:13,1,,ENTRY,,,1897651119,,,,,,
12,203,K01,202,9,01/10/2025 05:29:32,1,1,TNG,5.60,,1275496495,,5.60,,15.42,,
45,203,M07,,3,01/10/2025 05:29:43,1,,ENTRY,,3,E28011052000768D19C90A56,WA481J,,,,,
91,203,M01,,3,01/10/2025 05:30:40,1,,ENTRY,,,1071277807,,,,,,
14,203,K01,204,9,01/10/2025 05:30:45,1,1,TNG,7.20,,1859582575,,7.20,,4.10,,
96,203,M06,,3,01/10/2025 05:30:47,,,,0.00, ,1819152399, ,0.00,,0.00,07,  to 
97,203,M06,,3,01/10/2025 05:30:52,1,,ENTRY,,,1819152399,,,,,,
42,203,K05,202,3,01/10/2025 05:34:34,1,1,ABTC,5.60,,1135538191,,5.60,,57.60,,
92,203,M01,,3,01/10/2025 05:34:40,1,,ENTRY,,,1322793071,,,,,,
15,203,K01,201,9,01/10/2025 05:34:53,3,3,TNG,18.40,,4109167023,,18.40,,93.43,,
17,203,K01,204,9,01/10/2025 05:36:23,1,1,TNG,7.20,,1886334447,,7.20,,17.79,,
46,203,M07,,3,01/10/2025 05:37:15,1,,ENTRY,,3,E2806F122000D40241333C01,VEY6533,,,,,
18,203,K01,201,9,01/10/2025 05:39:48,2,2,TNG,13.80,,4108833999,,13.80,,214.37,,
38,203,K06,   ,3,01/10/2025 05:39:59,1,1,SRID,0.00,0,E20034120134FB0006C7A971,,0.00,05 - No entry info,0.00,,
38,203,K06,,3,01/10/2025 05:40:00,,,,0.00, ,E200341201, ,0.00,,0.00,22,NoEntryInfo
93,203,M01,,3,01/10/2025 05:41:01,1,,ENTRY,,,1026142959,,,,,,
66,203,K04,201,3,01/10/2025 05:41:27,1,1,TNG,9.20,,1216477039,,9.20,,12.50,,
98,203,M06,,3,01/10/2025 05:41:33,1,,ENTRY,,,4231777455,,,,,,
47,203,M07,,3,01/10/2025 05:41:48,1,,ENTRY,,3,E280110520007345FA180ACE,JWD2050,,,,,
63,203,M04,,3,01/10/2025 05:42:53,1,,ENTRY,,,1070298575,,,,,,
67,203,K04,204,3,01/10/2025 05:43:36,1,1,ABTC,7.20,,2256178287,,7.20,,80.18,,
43,203,K05,202,3,01/10/2025 05:44:57,1,1,TNG,5.60,,1873956303,,5.60,,8.25,,
48,203,M07,,3,01/10/2025 05:45:10,1,,ENTRY,,0,E20034120134FB0006C7A971,,,,,,
99,203,M06,,3,01/10/2025 05:45:30,1,,ENTRY,,,1314612111,,,,,,
100,203,M06,,3,01/10/2025 05:45:47,1,,ENTRY,,,4071770255,,,,,,
101,203,M06,,3,01/10/2025 05:46:45,1,,ENTRY,,,1296244079,,,,,,
94,203,M01,,3,01/10/2025 05:47:43,1,,ENTRY,,,1242970991,,,,,,
94,203,M01,,3,01/10/2025 05:47:44,,,,0.00, ,1242970991, ,0.00,,0.00,54,TngAutorefillDisable
95,203,M01,,3,01/10/2025 05:48:51,1,,ENTRY,,,1299411503,,,,,,
19,203,K01,201,9,01/10/2025 05:49:22,3,3,TNG,18.40,,1051263375,,18.40,,117.02,,
19,203,K01,,9,01/10/2025 05:49:23,,,,0.00, ,1051263375, ,0.00,,0.00,53,TngAutorefillEnable
39,203,K06,201,3,01/10/2025 05:49:46,1,1,RFID,9.20,3,E2801105200076829D7A0A1C,BPV139,9.20,,266.70,,
20,203,K01,201,9,01/10/2025 05:50:46,3,3,TNG,18.40,,1243052527,,18.40,,293.63,,
20,203,K01,,9,01/10/2025 05:50:47,,,,0.00, ,1243052527, ,0.00,,0.00,53,TngAutorefillEnable
21,203,K01,201,9,01/10/2025 05:51:33,3,3,TNG,18.40,,4244810319,,18.40,,3.82,,
96,203,M01,,3,01/10/2025 05:52:11,1,,ENTRY,,,4061670319,,,,,,
49,203,M07,,3,01/10/2025 05:53:06,1,,ENTRY,,3,E2801105200071044A7E0993,JSN1132,,,,,
98,203,M01,,3,01/10/2025 05:54:10,1,,ENTRY,,,1793491855,,,,,,
68,203,K04,201,3,01/10/2025 05:55:45,1,1,TNG,9.20,,1857366063,,9.20,,59.51,,
69,203,K04,201,3,01/10/2025 05:55:57,1,1,ABTC,9.20,,1857474543,,9.20,,94.29,,
70,203,K04,202,3,01/10/2025 05:56:21,1,1,TNG,5.60,,4033940591,,5.60,,28.05,,
22,203,K01,201,9,01/10/2025 05:56:44,3,3,TNG,18.40,,1654243695,,18.40,,163.22,,
23,203,K01,201,9,01/10/2025 05:57:23,3,3,TNG,18.40,,1704864975,,18.40,,506.00,,
64,203,M04,,3,01/10/2025 05:58:16,1,,ENTRY,,,2215769807,,,,,,
99,203,M01,,3,01/10/2025 05:58:35,1,,ENTRY,,,1615588911,,,,,,
24,203,K01,202,9,01/10/2025 05:58:47,3,3,TNG,11.30,,1173351183,,11.30,,26.90,,
1,203,K01,,1,01/10/2025 06:00:10,,,,0.00, ,          , ,0.00,,0.00,20,Standby End
1,203,M01,,1,01/10/2025 06:02:07,1,,ENTRY,,,1098482543,,,,,,
1,203,K04,204,1,01/10/2025 06:03:03,1,1,TNG,7.20,,3168496783,,7.20,,67.87,,
2,203,K01,201,1,01/10/2025 06:03:03,3,3,TNG,18.40,,4212757839,,18.40,,47.72,,
1,203,M06,,1,01/10/2025 06:03:55,1,,ENTRY,,,1839364079,,,,,,
1,203,M07,,1,01/10/2025 06:04:30,1,,ENTRY,,3,E280110520007682CDA90A55,W9470U,,,,,
2,203,M01,,1,01/10/2025 06:04:33,1,,ENTRY,,,1883933295,,,,,,
3,203,M01,,1,01/10/2025 06:05:18,1,,ENTRY,,,2230958607,,,,,,
4,203,M01,,1,01/10/2025 06:05:47,1,,ENTRY,,,1163866063,,,,,,
5,203,M01,,1,01/10/2025 06:05:59,1,,ENTRY,,,1659164783,,,,,,
3,203,K01,202,1,01/10/2025 06:06:22,3,3,TNG,11.30,,1269979663,,11.30,,4.10,,
1,203,K02,,1,01/10/2025 06:06:27,,,,0.00, ,          , ,0.00,,0.00,20,Standby End
2,203,M07,,1,01/10/2025 06:06:52,1,,ENTRY,,3,E280110520007AD1C8410A55,AMC3653,,,,,
4,203,K01,201,1,01/10/2025 06:07:06,3,3,TNG,18.40,,1006601743,,18.40,,37.52,,
2,203,M06,,1,01/10/2025 06:07:16,1,,ENTRY,,,2170346767,,,,,,
5,203,K01,202,1,01/10/2025 06:07:35,3,3,TNG,11.30,,2260597199,,11.30,,118.70,,
3,203,M07,,1,01/10/2025 06:07:48,1,,ENTRY,,3,E2806F12200084023E98713B,VMD3009,,,,,
1,203,M02,,1,01/10/2025 06:08:15,,,,0.00, ,          , ,0.00,,0.00,20,Standby End
1,203,K06,204,1,01/10/2025 06:08:23,1,1,RFID,7.20,3,E2806F122000B402424A3123,JRU8688,7.20,,"1,608.91",,
3,203,M06,,1,01/10/2025 06:08:23,1,,ENTRY,,,3032758511,,,,,,
1,203,M04,,1,01/10/2025 06:08:31,1,,ENTRY,,,1317018735,,,,,,
4,203,M06,,1,01/10/2025 06:09:04,1,,ENTRY,,,3366622341,,,,,,
5,203,M06,,1,01/10/2025 06:09:38,1,,ENTRY,,,1051736015,,,,,,
1,203,K05,   ,1,01/10/2025 06:09:43,1,1,SVC,0.00,,3083490799,,0.00,,0.00,,
6,203,M06,,1,01/10/2025 06:10:30,1,,ENTRY,,,1857366063,,,,,,
4,203,M07,,1,01/10/2025 06:10:31,1,,ENTRY,,3,E2806F1220004102423DAC17,RAD7361,,,,,
7,203,M06,,1,01/10/2025 06:11:19,1,,ENTRY,,,2162968911,,,,,,
8,203,K01,202,1,01/10/2025 06:12:22,3,3,TNG,11.30,,1237157999,,11.30,,1.89,,
5,203,M07,,1,01/10/2025 06:12:48,1,,ENTRY,,3,E28011052000765CB8DF0AD1,ALB4185,,,,,
8,203,M06,,1,01/10/2025 06:13:00,1,,ENTRY,,,3349277743,,,,,,
2,203,M02,,1,01/10/2025 06:13:08,1,,ENTRY,,,1178350575,,,,,,
3,203,M02,,1,01/10/2025 06:13:19,1,,ENTRY,,,0616759471,,,,,,
6,203,M01,,1,01/10/2025 06:13:26,1,,ENTRY,,,2262297391,,,,,,
10,203,K01,202,1,01/10/2025 06:13:31,3,3,TNG,11.30,,1054676495,,11.30,,0.97,,
2,203,K04,202,1,01/10/2025 06:13:52,1,1,TNG,5.60,,1894124815,,5.60,,36.68,,
11,203,K01,204,1,01/10/2025 06:13:53,1,1,TNG,7.20,,3180996815,,7.20,,3.27,,
7,203,M01,,1,01/10/2025 06:15:13,1,,ENTRY,,,1748504175,,,,,,
2,203,M04,,1,01/10/2025 06:15:51,1,,ENTRY,,,1324399535,,,,,,
2,203,K05,201,1,01/10/2025 06:16:05,1,1,TNG,9.20,,4035844591,,9.20,,4.40,,
12,203,K01,202,1,01/10/2025 06:17:28,1,1,TNG,5.60,,2166837327,,5.60,,21.78,,
3,203,K05,201,1,01/10/2025 06:17:29,1,1,TNG,9.20,,4214394895,,9.20,,21.43,,
6,203,M07,,1,01/10/2025 06:18:09,1,,ENTRY,,3,E28011052000771AE1830A55,NDE5938,,,,,
3,203,K04,204,1,01/10/2025 06:18:11,1,1,TNG,7.20,,2262867695,,7.20,,30.10,,
9,203,M06,,1,01/10/2025 06:18:12,1,,ENTRY,,,1854358991,,,,,,
10,203,M06,,1,01/10/2025 06:18:22,1,,ENTRY,,,1093677455,,,,,,
14,203,K01,202,1,01/10/2025 06:18:36,3,3,TNG,11.30,,1133176367,,11.30,,156.21,,
3,203,M04,,1,01/10/2025 06:18:39,1,,ENTRY,,,1136138383,,,,,,
11,203,M06,,1,01/10/2025 06:19:26,1,,ENTRY,,,3299379119,,,,,,
15,203,K01,204,1,01/10/2025 06:19:29,1,1,TNG,7.20,,2256395567,,7.20,,38.27,,
7,203,M07,,1,01/10/2025 06:19:43,1,,ENTRY,,3,E2806F122000210241221D83,JXB9657,,,,,
8,203,M07,,1,01/10/2025 06:19:51,1,,ENTRY,,3,E2806F1220004D0241223741,JXM8687,,,,,
8,203,M01,,1,01/10/2025 06:19:53,1,,ENTRY,,,1859846767,,,,,,
1,203,K02,202,1,01/10/2025 06:19:54,3,3,TNG,11.30,,2001868655,,11.30,,60.70,,
16,203,K01,202,1,01/10/2025 06:21:03,1,1,TNG,5.60,,1701667407,,5.60,,63.75,,
9,203,M07,,1,01/10/2025 06:21:15,1,,ENTRY,,3,E2806F122000E70241224EA4,JHJ8609,,,,,
12,203,M06,,1,01/10/2025 06:21:21,1,,ENTRY,,,1883666351,,,,,,
10,203,M07,,1,01/10/2025 06:21:27,1,,ENTRY,,3,E2806F122000DE023E9CA454,TBV9354,,,,,
11,203,M07,,1,01/10/2025 06:21:36,1,,ENTRY,,3,E2806F122000D002424E7E53,JXL6129,,,,,
17,203,K01,201,1,01/10/2025 06:21:43,2,2,TNG,13.80,,1735087407,,13.80,,148.19,,
4,203,M02,,1,01/10/2025 06:21:54,1,,ENTRY,,,1275028335,,,,,,
2,203,K06,201,1,01/10/2025 06:22:11,1,1,RFID,9.20,3,E2801105200071819D2A0A1C,JQN1784,9.20,,15.51,,
13,203,M06,,1,01/10/2025 06:22:50,1,,ENTRY,,,1126983471,,,,,,
4,203,K05,204,1,01/10/2025 06:23:12,1,1,TNG,7.20,,1023404143,,7.20,,64.48,,
4,203,M04,,1,01/10/2025 06:23:26,1,,ENTRY,,,1878983823,,,,,,
9,203,M01,,1,01/10/2025 06:23:36,1,,ENTRY,,,1654741391,,,,,,
12,203,M07,,1,01/10/2025 06:23:41,1,,ENTRY,,3,E2806F122000F0024120C68D,JXH2790,,,,,
5,203,K05,201,1,01/10/2025 06:24:23,1,1,TNG,9.20,,4189703439,,9.20,,23.96,,
14,203,M06,,1,01/10/2025 06:24:33,1,,ENTRY,,,1893294479,,,,,,
18,203,K01,204,1,01/10/2025 06:24:35,2,2,TNG,10.80,,1859951439,,10.80,,30.19,,
13,203,M07,,1,01/10/2025 06:24:35,1,,ENTRY,,3,E28011052000748AE21E0A55,JUR7055,,,,,
5,203,M04,,1,01/10/2025 06:24:36,1,,ENTRY,,,1017239503,,,,,,
15,203,M06,,1,01/10/2025 06:24:44,1,,ENTRY,,,2226052303,,,,,,
14,203,M07,,1,01/10/2025 06:24:53,1,,ENTRY,,3,E2801105200076424A810993,VDB4421,,,,,
19,203,K01,202,1,01/10/2025 06:25:00,3,3,TNG,11.30,,3314642607,,11.30,,21.44,,
16,203,M06,,1,01/10/2025 06:25:05,1,,ENTRY,,,2160190703,,,,,,
4,203,K04,204,1,01/10/2025 06:25:37,1,1,ABTC,7.20,,1019988527,,7.20,,2.60,,
15,203,M07,,1,01/10/2025 06:25:47,1,,ENTRY,,3,E2806F122000220241228C11,JQG7733,,,,,
17,203,M06,,1,01/10/2025 06:25:47,1,,ENTRY,,,1174667855,,,,,,
18,203,M06,,1,01/10/2025 06:26:51,1,,ENTRY,,,1884842223,,,,,,
19,203,M06,,1,01/10/2025 06:27:01,1,,ENTRY,,,1318928047,,,,,,
16,203,M07,,1,01/10/2025 06:27:12,1,,ENTRY,,3,E20034120135200000252832,WTP5368,,,,,
20,203,M06,,1,01/10/2025 06:27:28,1,,ENTRY,,,2772828431,,,,,,
5,203,M02,,1,01/10/2025 06:27:32,1,,ENTRY,,,1898102191,,,,,,
21,203,M06,,1,01/10/2025 06:27:40,1,,ENTRY,,,4233024271,,,,,,
5,203,K04,204,1,01/10/2025 06:27:43,1,1,TNG,7.20,,1100063439,,7.20,,1.34,,
3,203,K06,204,1,01/10/2025 06:28:16,1,1,RFID,7.20,3,E280110520007285C9620A55,JFN4698,7.20,,292.26,,
4,203,K06,204,1,01/10/2025 06:28:24,1,1,RFID,7.20,3,E2806F122000D402424F8BEE,JUL1203,7.20,,365.63,,
22,203,M06,,1,01/10/2025 06:28:44,1,,ENTRY,,,4038921583,,,,,,
17,203,M07,,1,01/10/2025 06:28:50,1,,ENTRY,,3,E2806F1220001D02424F0113,JTT5762,,,,,
23,203,M06,,1,01/10/2025 06:28:52,1,,ENTRY,,,1005095727,,,,,,
24,203,M06,,1,01/10/2025 06:29:06,1,,ENTRY,,,1031996175,,,,,,
25,203,M06,,1,01/10/2025 06:29:17,1,,ENTRY,,,2780059823,,,,,,
22,203,K01,202,1,01/10/2025 06:29:27,3,3,TNG,11.30,,1880049071,,11.30,,9.95,,
18,203,M07,,1,01/10/2025 06:29:43,1,,ENTRY,,3,E2806F122000C2024120EE32,CEY7662,,,,,
6,203,M04,,1,01/10/2025 06:30:39,1,,ENTRY,,,2256178287,,,,,,
19,203,M07,,1,01/10/2025 06:30:54,1,,ENTRY,,3,E28011052000724DC5240A55,JPM4552,,,,,
23,203,K01,201,1,01/10/2025 06:30:57,3,3,TNG,18.40,,1157782735,,18.40,,152.48,,
26,203,M06,,1,01/10/2025 06:30:58,1,,ENTRY,,,2165159215,,,,,,
6,203,M02,,1,01/10/2025 06:31:04,1,,ENTRY,,,3397296373,,,,,,
6,203,K05,204,1,01/10/2025 06:31:51,1,1,TNG,7.20,,3327004389,,7.20,,10.58,,
27,203,M06,,1,01/10/2025 06:32:07,1,,ENTRY,,,2221698415,,,,,,
25,203,K01,202,1,01/10/2025 06:32:25,3,3,TNG,11.30,,1262726319,,11.30,,12.20,,
6,203,K04,204,1,01/10/2025 06:32:44,1,1,TNG,7.20,,1015316879,,7.20,,9.36,,
7,203,K05,204,1,01/10/2025 06:32:46,1,1,TNG,7.20,,3324797455,,7.20,,3.46,,
26,203,K01,204,1,01/10/2025 06:32:55,1,1,TNG,7.20,,3455941487,,7.20,,38.49,,
10,203,M01,,1,01/10/2025 06:32:55,1,,ENTRY,,,1781879023,,,,,,
7,203,M04,,1,01/10/2025 06:33:00,1,,ENTRY,,,2277995983,,,,,,
8,203,K05,204,1,01/10/2025 06:33:09,1,1,TNG,7.20,,4192644943,,7.20,,62.39,,
11,203,M01,,1,01/10/2025 06:33:13,1,,ENTRY,,,4279193295,,,,,,
7,203,M02,,1,01/10/2025 06:33:25,1,,ENTRY,,,1089758063,,,,,,
12,203,M01,,1,01/10/2025 06:33:30,1,,ENTRY,,,1106888143,,,,,,
28,203,M06,,1,01/10/2025 06:33:32,1,,ENTRY,,,3397669109,,,,,,
9,203,K05,204,1,01/10/2025 06:33:40,1,1,TNG,7.20,,1324048495,,7.20,,37.95,,
20,203,M07,,1,01/10/2025 06:33:42,1,,ENTRY,,3,E280110520007491E17B0A55,TBF4222,,,,,
2,203,K02,201,1,01/10/2025 06:33:53,1,1,TNG,9.20,,1014726959,,9.20,,17.63,,
8,203,M04,,1,01/10/2025 06:33:57,1,,ENTRY,,,4045421647,,,,,,
29,203,M06,,1,01/10/2025 06:33:58,1,,ENTRY,,,1776332047,,,,,,
8,203,M02,,1,01/10/2025 06:34:08,1,,ENTRY,,,1052715695,,,,,,
21,203,M07,,1,01/10/2025 06:34:09,1,,ENTRY,,3,E280110520007A9B9D340A1C,JRW636,,,,,
7,203,K04,201,1,01/10/2025 06:34:33,1,1,TNG,9.20,,1763557903,,9.20,,57.37,,
27,203,K01,201,1,01/10/2025 06:34:46,3,3,TNG,18.40,,1854699727,,18.40,,50.46,,
30,203,M06,,1,01/10/2025 06:34:54,1,,ENTRY,,,4039742767,,,,,,
22,203,M07,,1,01/10/2025 06:35:14,1,,ENTRY,,3,E2806F122000EF023E98EDF3,JWV2838,,,,,
31,203,M06,,1,01/10/2025 06:35:38,1,,ENTRY,,,2249409775,,,,,,
3,203,K02,204,1,01/10/2025 06:35:50,1,1,ABTC,7.20,,2254857167,,7.20,,102.48,,
32,203,M06,,1,01/10/2025 06:36:13,1,,ENTRY,,,1302925135,,,,,,
28,203,K01,202,1,01/10/2025 06:36:59,2,2,TNG,8.50,,3250209893,,8.50,,71.37,,
33,203,M06,,1,01/10/2025 06:37:12,1,,ENTRY,,,1024076463,,,,,,
34,203,M06,,1,01/10/2025 06:37:20,1,,ENTRY,,,1811015823,,,,,,
23,203,M07,,1,01/10/2025 06:37:21,1,,ENTRY,,3,E280110520007581CAEB0A55,JLU7388,,,,,
13,203,M01,,1,01/10/2025 06:37:21,1,,ENTRY,,,1178009135,,,,,,
10,203,K05,201,1,01/10/2025 06:37:37,1,1,ABTC,9.20,,1163637007,,9.20,,662.88,,
35,203,M06,,1,01/10/2025 06:37:47,1,,ENTRY,,,1790859247,,,,,,
9,203,M02,,1,01/10/2025 06:37:47,1,,ENTRY,,,1045462319,,,,,,
14,203,M01,,1,01/10/2025 06:37:52,1,,ENTRY,,,4231655887,,,,,,
9,203,M04,,1,01/10/2025 06:37:53,1,,ENTRY,,,1897653487,,,,,,
36,203,M06,,1,01/10/2025 06:38:20,1,,ENTRY,,,2207247983,,,,,,
10,203,M04,,1,01/10/2025 06:39:02,1,,ENTRY,,,4235810735,,,,,,
29,203,K01,202,1,01/10/2025 06:39:16,3,3,TNG,11.30,,1745065263,,11.30,,33.78,,
37,203,M06,,1,01/10/2025 06:39:21,1,,ENTRY,,,1061077935,,,,,,
11,203,M04,,1,01/10/2025 06:39:21,1,,ENTRY,,,1064785807,,,,,,
24,203,M07,,1,01/10/2025 06:39:25,1,,ENTRY,,3,E2806F12200072024243F04E,JTL494,,,,,
8,203,K04,201,1,01/10/2025 06:39:31,1,1,ABTC,9.20,,1792314671,,9.20,,295.20,,
4,203,K02,201,1,01/10/2025 06:39:33,3,3,TNG,18.40,,4163330543,,18.40,,131.32,,
38,203,M06,,1,01/10/2025 06:39:36,1,,ENTRY,,,1307200303,,,,,,
12,203,M04,,1,01/10/2025 06:39:50,1,,ENTRY,,,1174100975,,,,,,
39,203,M06,,1,01/10/2025 06:39:50,1,,ENTRY,,,1054706319,,,,,,
25,203,M07,,1,01/10/2025 06:39:53,1,,ENTRY,,3,E2806F122000FB024245269C,JYC7638,,,,,
40,203,M06,,1,01/10/2025 06:40:03,1,,ENTRY,,,1760460687,,,,,,
13,203,M04,,1,01/10/2025 06:40:03,1,,ENTRY,,,1878861263,,,,,,
9,203,K04,202,1,01/10/2025 06:40:59,1,1,ABTC,5.60,,1691783439,,5.60,,74.40,,
41,203,M06,,1,01/10/2025 06:41:09,1,,ENTRY,,,1842471695,,,,,,
14,203,M04,,1,01/10/2025 06:41:15,1,,ENTRY,,,1895468175,,,,,,
42,203,M06,,1,01/10/2025 06:41:17,1,,ENTRY,,,2223070255,,,,,,
11,203,K05,204,1,01/10/2025 06:41:20,1,1,ABTC,7.20,,3312290543,,7.20,,199.51,,
43,203,M06,,1,01/10/2025 06:41:28,1,,ENTRY,,,3313006735,,,,,,
5,203,K06,204,1,01/10/2025 06:41:38,1,1,RFID,7.20,3,E2806F122000F302412D7F2E,GOLD4950,7.20,,293.94,,
26,203,M07,,1,01/10/2025 06:41:46,1,,ENTRY,,3,E2806F122000DC02424ECAE1,BNP313,,,,,
12,203,K05,202,1,01/10/2025 06:42:01,1,1,TNG,5.60,,3382773381,,5.60,,5.31,,
44,203,M06,,1,01/10/2025 06:42:01,1,,ENTRY,,,1265558607,,,,,,
27,203,M07,,1,01/10/2025 06:42:02,1,,ENTRY,,3,E2806F1220003C02424E9B71,JYD2650,,,,,
15,203,M04,,1,01/10/2025 06:42:11,1,,ENTRY,,,1064494927,,,,,,
30,203,K01,204,1,01/10/2025 06:42:17,5,1,TNG,4.50,,1043324207,,4.50,,47.45,,
6,203,K02,204,1,01/10/2025 06:42:41,1,1,TNG,7.20,,1174241647,,7.20,,191.00,,
16,203,M04,,1,01/10/2025 06:42:47,1,,ENTRY,,,3132422831,,,,,,
45,203,M06,,1,01/10/2025 06:42:57,1,,ENTRY,,,1680252783,,,,,,
31,203,K01,201,1,01/10/2025 06:43:36,5,1,TNG,5.70,,1031948367,,5.70,,24.51,,
28,203,M07,,1,01/10/2025 06:43:46,1,,ENTRY,,3,E28011052000775CFA5B0ACE,JRK9230,,,,,
29,203,M07,,1,01/10/2025 06:43:52,1,,ENTRY,,3,E2806F1220004502423CDE36,AEQ72,,,,,
46,203,M06,,1,01/10/2025 06:43:53,1,,ENTRY,,,1054817583,,,,,,
15,203,M01,,1,01/10/2025 06:43:59,1,,ENTRY,,,1841502927,,,,,,
47,203,M06,,1,01/10/2025 06:44:03,1,,ENTRY,,,1686693391,,,,,,
32,203,K01,204,1,01/10/2025 06:44:20,1,1,TNG,7.20,,3247326533,,7.20,,13.85,,
17,203,M04,,1,01/10/2025 06:44:27,1,,ENTRY,,,1842321647,,,,,,
48,203,M06,,1,01/10/2025 06:44:32,1,,ENTRY,,,2215422223,,,,,,
16,203,M01,,1,01/10/2025 06:44:39,1,,ENTRY,,,1055256239,,,,,,
18,203,M04,,1,01/10/2025 06:44:41,1,,ENTRY,,,1276793263,,,,,,
49,203,M06,,1,01/10/2025 06:44:41,1,,ENTRY,,,2226373615,,,,,,
30,203,M07,,1,01/10/2025 06:44:59,1,,ENTRY,,3,E2806F1220009E023E98E11E,JGY9393,,,,,
50,203,M06,,1,01/10/2025 06:45:00,1,,ENTRY,,,1126082927,,,,,,
10,203,K04,204,1,01/10/2025 06:45:08,1,1,ABTC,7.20,,1839718063,,7.20,,72.80,,
51,203,M06,,1,01/10/2025 06:45:14,1,,ENTRY,,,1761056687,,,,,,
19,203,M04,,1,01/10/2025 06:45:16,1,,ENTRY,,,1367338895,,,,,,
52,203,M06,,1,01/10/2025 06:45:21,1,,ENTRY,,,3331536821,,,,,,
20,203,M04,,1,01/10/2025 06:45:47,1,,ENTRY,,,1880854031,,,,,,
17,203,M01,,1,01/10/2025 06:45:53,1,,ENTRY,,,3262135893,,,,,,
53,203,M06,,1,01/10/2025 06:46:03,1,,ENTRY,,,1607429135,,,,,,
11,203,K04,201,1,01/10/2025 06:46:06,1,1,TNG,9.20,,2223995727,,9.20,,11.65,,
21,203,M04,,1,01/10/2025 06:46:08,1,,ENTRY,,,3356069263,,,,,,
10,203,M02,,1,01/10/2025 06:46:14,1,,ENTRY,,,1329723471,,,,,,
13,203,K05,202,1,01/10/2025 06:46:14,1,1,TNG,5.60,,2228976335,,5.60,,0.63,,
18,203,M01,,1,01/10/2025 06:46:23,1,,ENTRY,,,1778546607,,,,,,
54,203,M06,,1,01/10/2025 06:46:35,1,,ENTRY,,,4041142383,,,,,,
31,203,M07,,1,01/10/2025 06:46:36,1,,ENTRY,,3,E2003412013020000024DA3C,WTV4403,,,,,
32,203,M07,,1,01/10/2025 06:46:46,1,,ENTRY,,3,E28011052000788CE9330ACC,VJX449,,,,,
12,203,K04,202,1,01/10/2025 06:46:58,1,1,ABTC,5.60,,2164918159,,5.60,,74.40,,
14,203,K05,204,1,01/10/2025 06:47:00,1,1,ABTC,7.20,,1028209039,,7.20,,248.71,,
15,203,K05,204,1,01/10/2025 06:47:28,1,1,TNG,7.20,,4282482927,,7.20,,39.31,,
22,203,M04,,1,01/10/2025 06:47:34,1,,ENTRY,,,4137162831,,,,,,
13,203,K04,204,1,01/10/2025 06:47:37,1,1,TNG,7.20,,1169604719,,7.20,,0.52,,
